Skills,Roles,Experience,Availability,ProjectAssignment,BurnRate,PerformanceRating,Overtime,NumberOfProject,AverageMonthlyHours,TimeSpendCompany,Age,Gender,HistoricalPerformanceData,YearsAtCompany,PromotionLast5Years
"Requirements Gathering, System Design, Project Management, SQL",System Analyst,28,Occupied,Programmable motivating migration,0.19,3,False,2,248,3,30,Female,"3, 2, 1, 4, 4",1,False
"Leadership, Vendor Management, Risk Management",IT Manager,14,Available,Automated coherent paradigm,0.96,4,True,8,217,9,54,Female,"1, 5, 5, 2, 5",0,True
"ITIL, Risk Management, Leadership, Strategic Planning, Vendor Management",IT Manager,13,Available,Fundamental secondary throughput,0.46,1,False,8,238,1,29,Male,"5, 5, 3, 1, 4",3,True
"Data Modeling, Business Analysis, SQL, System Design",System Analyst,25,Available,Innovative intangible policy,0.47,2,True,4,198,10,49,Male,"1, 4, 4, 4, 2",7,False
"HTML, CSS, Python, SQL",Software Engineer,12,Occupied,Proactive even-keeled policy,0.1,5,False,6,216,3,32,Male,"3, 2, 2, 2, 2",4,True
"Requirements Gathering, Data Modeling, Project Management, SQL",System Analyst,12,Occupied,Function-based systematic productivity,0.07,5,True,8,180,6,40,Female,"4, 1, 1, 2, 1",6,True
"UML, Project Management, SQL",System Analyst,20,Occupied,Grass-roots leadingedge matrices,0.91,4,True,8,181,10,60,Male,"3, 5, 2, 5, 4",0,True
"Google Cloud, Networking, Cloud Security",Cloud Engineer,26,Available,Versatile object-oriented standardization,0.51,2,False,7,197,7,25,Male,"1, 2, 4, 4, 2",8,True
"Terraform, Kubernetes, Cloud Security, Azure, Google Cloud",Cloud Engineer,11,Occupied,Customer-focused actuating adapter,0.56,5,True,1,244,10,49,Female,"4, 5, 3, 1, 4",10,False
"Requirements Gathering, UML, Project Management, Data Modeling, System Design",System Analyst,26,Available,Advanced object-oriented forecast,0.98,1,False,4,207,8,26,Female,"1, 5, 1, 2, 4",9,False
"JavaScript, Python, HTML, C++, React",Software Engineer,22,Occupied,User-friendly needs-based workforce,0.84,1,True,4,176,9,27,Male,"3, 4, 3, 3, 5",2,False
"Business Analysis, UML, Project Management, Requirements Gathering",System Analyst,10,Available,Business-focused leadingedge help-desk,0.35,4,False,10,247,4,57,Male,"3, 1, 1, 2, 5",1,False
"JavaScript, Python, CSS",Software Engineer,25,Available,De-engineered heuristic open system,0.75,2,False,9,173,7,46,Female,"4, 3, 1, 5, 2",0,False
"Python, HTML, JavaScript, Django",Software Engineer,9,Available,Cloned needs-based Internet solution,0.83,4,True,4,187,6,36,Female,"1, 1, 1, 1, 3",10,True
"CI/CD, Monitoring, Azure, Docker, Shell Scripting",DevOps Engineer,17,Occupied,Secured global hub,0.27,4,True,9,210,4,52,Male,"3, 2, 1, 3, 1",3,True
"Kubernetes, Python, Cloud Security, AWS, Terraform",Cloud Engineer,25,Available,Configurable executive model,0.84,5,True,3,243,3,43,Female,"4, 4, 4, 1, 3",1,False
"Project Management, Strategic Planning, Budgeting",IT Manager,28,Available,Function-based upward-trending projection,0.06,2,True,1,204,5,37,Female,"1, 2, 4, 2, 4",7,False
"Business Analysis, Data Modeling, Project Management",System Analyst,24,Occupied,Programmable contextually-based challenge,0.35,3,True,1,202,3,40,Female,"5, 3, 5, 2, 4",6,False
"Java, React, Python, Django, CSS",Software Engineer,1,Available,Business-focused next generation frame,0.42,2,True,5,199,4,45,Female,"1, 2, 4, 5, 1",9,False
"Azure, Google Cloud, AWS, Terraform",Cloud Engineer,7,Occupied,Reduced clear-thinking artificial intelligence,0.02,1,False,6,163,4,59,Male,"2, 4, 5, 2, 4",7,False
"Cloud Security, Kubernetes, Python, Terraform, Docker",Cloud Engineer,5,Available,User-friendly systemic focus group,0.11,2,False,4,243,5,58,Female,"1, 2, 3, 5, 5",5,False
"Matplotlib, Pandas, TensorFlow, Data Analysis, R",Data Scientist,27,Occupied,Re-engineered radical help-desk,0.76,1,True,2,248,3,56,Female,"3, 3, 5, 1, 3",8,False
"System Design, SQL, Requirements Gathering, UML, Data Modeling",System Analyst,24,Occupied,Implemented mission-critical secured line,0.39,5,False,3,160,10,38,Female,"4, 2, 4, 4, 3",0,True
"Risk Management, Leadership, Strategic Planning, ITIL",IT Manager,3,Available,Assimilated responsive capability,0.01,2,True,6,173,4,53,Male,"4, 2, 3, 4, 5",4,False
"Python, Django, JavaScript, CSS",Software Engineer,5,Occupied,Optional value-added benchmark,0.43,3,True,6,201,4,51,Female,"3, 3, 1, 4, 2",10,False
"SQL, C++, Python, CSS",Software Engineer,28,Occupied,Enhanced empowering Local Area Network,0.68,5,True,8,207,10,49,Female,"2, 5, 3, 5, 5",2,False
"System Design, Requirements Gathering, UML, SQL",System Analyst,12,Available,Advanced multi-state concept,0.61,5,True,2,234,9,32,Male,"1, 3, 1, 2, 1",10,True
"Pandas, SQL, Data Analysis, Matplotlib",Data Scientist,21,Available,Centralized modular encoding,0.67,1,True,6,232,3,53,Female,"2, 4, 1, 4, 3",1,True
"Shell Scripting, Kubernetes, Azure",DevOps Engineer,18,Available,Synergized heuristic structure,0.86,1,False,2,198,2,42,Female,"2, 4, 3, 3, 2",1,False
"SQL, Data Modeling, Project Management, Requirements Gathering",System Analyst,1,Occupied,Ameliorated national definition,0.73,2,True,5,150,4,28,Female,"2, 1, 3, 3, 3",3,False
"UML, System Design, SQL, Requirements Gathering, Data Modeling",System Analyst,25,Available,Visionary directional throughput,0.69,1,True,9,155,3,59,Female,"5, 3, 2, 5, 4",9,False
"Docker, Kubernetes, Shell Scripting, Azure, CI/CD",DevOps Engineer,27,Available,Diverse human-resource matrix,0.88,5,False,10,167,9,30,Female,"3, 5, 3, 2, 4",7,False
"HTML, Java, C++, Django, Python",Software Engineer,12,Available,Up-sized needs-based parallelism,0.02,2,True,8,210,8,27,Female,"2, 3, 2, 2, 5",6,False
"ITIL, Risk Management, Project Management, Vendor Management",IT Manager,2,Occupied,Optional logistical artificial intelligence,0.81,5,True,10,155,5,24,Female,"5, 3, 2, 1, 1",0,False
"TensorFlow, Python, Statistics",Data Scientist,26,Occupied,Team-oriented context-sensitive help-desk,0.4,2,True,6,171,5,50,Male,"1, 4, 1, 1, 1",7,True
"Business Analysis, UML, SQL",System Analyst,24,Available,Secured eco-centric moderator,0.74,2,True,10,153,8,58,Male,"4, 4, 1, 4, 1",8,False
"Requirements Gathering, SQL, Business Analysis, UML",System Analyst,17,Available,User-centric upward-trending intranet,0.1,2,False,5,171,7,31,Male,"2, 5, 4, 5, 5",10,True
"Risk Management, Vendor Management, Strategic Planning",IT Manager,8,Available,Cross-platform tertiary infrastructure,0.9,1,True,10,208,6,30,Female,"3, 1, 4, 1, 4",6,False
"Kubernetes, Terraform, AWS",Cloud Engineer,3,Available,Front-line radical success,0.25,3,False,4,223,3,46,Male,"1, 1, 5, 5, 4",10,False
"Google Cloud, Cloud Security, Docker",Cloud Engineer,22,Occupied,Realigned actuating hardware,0.8,2,False,1,232,1,53,Male,"1, 1, 1, 1, 4",2,True
"UML, Data Modeling, Business Analysis, Requirements Gathering, System Design",System Analyst,10,Occupied,Synergized 4thgeneration conglomeration,0.51,2,False,7,236,6,35,Female,"4, 4, 4, 5, 1",9,True
"C++, HTML, CSS, Java",Software Engineer,3,Available,Streamlined 24/7 toolset,0.16,3,False,3,209,1,31,Male,"2, 4, 1, 1, 3",3,True
"UML, System Design, Business Analysis, Data Modeling",System Analyst,15,Occupied,Decentralized actuating hardware,0.4,4,False,7,160,6,37,Male,"5, 3, 1, 1, 1",1,True
"Requirements Gathering, Business Analysis, System Design",System Analyst,5,Occupied,Horizontal zero administration firmware,0.96,5,False,5,201,3,35,Male,"5, 3, 5, 2, 1",3,True
"ITIL, Risk Management, Project Management",IT Manager,26,Available,Cross-group analyzing analyzer,0.15,4,False,3,206,6,54,Female,"3, 4, 2, 3, 2",2,False
"React, C++, SQL, JavaScript",Software Engineer,3,Available,Virtual asynchronous intranet,0.61,2,False,6,178,6,26,Male,"5, 2, 3, 5, 5",6,False
"Python, Cloud Security, Azure, Kubernetes",Cloud Engineer,27,Occupied,Profit-focused full-range migration,0.09,1,True,3,156,5,42,Female,"5, 5, 1, 2, 5",8,True
"R, TensorFlow, Machine Learning, Matplotlib",Data Scientist,30,Occupied,Networked client-driven frame,0.73,4,False,4,199,7,40,Male,"5, 1, 5, 5, 4",8,False
"C++, CSS, Django, Python",Software Engineer,24,Occupied,Quality-focused system-worthy artificial intelligence,0.58,1,True,1,212,6,56,Female,"5, 4, 4, 4, 4",1,False
"Terraform, AWS, Azure, Networking, Python",Cloud Engineer,24,Occupied,Multi-channeled zero administration parallelism,0.67,5,True,5,209,7,26,Male,"3, 3, 1, 4, 1",9,False
"Python, CSS, HTML, C++, Java",Software Engineer,15,Available,Cross-platform optimal functionalities,0.37,5,True,5,187,7,39,Male,"2, 1, 2, 3, 5",1,False
"Pandas, TensorFlow, Data Analysis, R, Machine Learning",Data Scientist,7,Occupied,Networked systematic orchestration,0.3,2,True,1,247,7,23,Male,"3, 1, 2, 2, 2",5,True
"Matplotlib, SQL, Data Analysis, R, Pandas",Data Scientist,1,Occupied,Secured empowering structure,0.64,1,False,1,197,5,36,Female,"1, 1, 1, 2, 5",6,True
"Linux, Docker, AWS",DevOps Engineer,2,Available,Centralized well-modulated hardware,0.71,4,True,5,215,9,52,Female,"5, 5, 2, 1, 5",10,False
"Networking, Azure, Docker, Google Cloud, Kubernetes",Cloud Engineer,22,Occupied,Adaptive well-modulated monitoring,0.46,5,True,1,164,2,57,Female,"1, 3, 2, 3, 4",2,False
"SQL, Django, C++, CSS",Software Engineer,3,Occupied,Persistent modular intranet,0.14,4,True,10,181,5,60,Female,"3, 2, 3, 5, 2",5,False
"Networking, AWS, Azure, Cloud Security, Kubernetes",Cloud Engineer,29,Occupied,Distributed contextually-based architecture,0.86,2,True,2,243,6,53,Female,"5, 4, 4, 5, 5",1,False
"Leadership, Risk Management, Vendor Management, ITIL, Budgeting",IT Manager,1,Occupied,Monitored optimal artificial intelligence,0.59,2,True,4,157,10,29,Male,"5, 1, 1, 5, 2",7,False
"React, Python, Java",Software Engineer,1,Available,Horizontal dedicated hardware,0.56,3,True,10,170,3,41,Female,"2, 3, 1, 3, 2",3,True
"Data Analysis, TensorFlow, Python",Data Scientist,1,Available,Switchable modular framework,0.59,4,True,5,207,3,56,Male,"4, 5, 3, 4, 3",5,True
"Python, Django, HTML, React",Software Engineer,18,Available,Centralized eco-centric infrastructure,0.5,1,False,1,184,9,57,Male,"2, 4, 4, 1, 3",4,False
"Linux, Monitoring, Jenkins",DevOps Engineer,13,Occupied,Persistent intermediate benchmark,0.55,1,False,3,165,7,24,Male,"1, 2, 4, 2, 5",2,False
"CI/CD, Kubernetes, Azure, AWS, Docker",DevOps Engineer,1,Occupied,Integrated well-modulated access,0.91,1,True,3,213,6,43,Male,"3, 5, 3, 2, 2",5,False
"Kubernetes, CI/CD, Monitoring, Azure, Linux",DevOps Engineer,4,Available,Up-sized reciprocal challenge,0.23,2,True,7,225,2,46,Female,"5, 3, 1, 5, 4",0,False
"Kubernetes, Python, Terraform, Cloud Security",Cloud Engineer,9,Occupied,Managed transitional strategy,0.39,5,True,9,200,2,31,Male,"2, 3, 5, 5, 5",4,True
"Risk Management, Vendor Management, Budgeting, ITIL",IT Manager,11,Occupied,Face-to-face zero-defect groupware,0.89,1,True,9,207,10,40,Female,"4, 1, 3, 2, 3",7,False
"Project Management, Budgeting, Strategic Planning, Vendor Management, Risk Management",IT Manager,20,Occupied,Triple-buffered value-added capacity,0.76,2,True,9,219,4,49,Male,"1, 1, 4, 1, 2",3,True
"Python, Matplotlib, Data Analysis, Pandas, TensorFlow",Data Scientist,17,Available,Proactive eco-centric model,0.78,4,True,5,236,5,59,Male,"3, 5, 2, 5, 2",7,False
"Data Analysis, TensorFlow, R, Statistics",Data Scientist,14,Available,Cloned mobile approach,0.68,1,True,6,222,5,24,Female,"1, 1, 4, 4, 2",6,True
"TensorFlow, Pandas, R, SQL",Data Scientist,16,Occupied,Grass-roots stable database,0.59,4,False,10,236,7,51,Female,"1, 2, 1, 3, 3",5,True
"Shell Scripting, Monitoring, Azure",DevOps Engineer,25,Available,Cloned well-modulated alliance,1.0,4,False,8,246,4,24,Male,"2, 1, 5, 2, 1",5,True
"Kubernetes, Google Cloud, Docker, Python",Cloud Engineer,21,Available,Reduced client-server core,0.87,5,False,4,159,4,26,Female,"4, 5, 5, 4, 2",1,False
"CI/CD, AWS, Azure, Jenkins, Docker",DevOps Engineer,5,Occupied,Horizontal asynchronous data-warehouse,0.42,5,False,3,241,5,50,Female,"1, 3, 4, 2, 1",9,False
"Leadership, Strategic Planning, ITIL, Project Management, Budgeting",IT Manager,10,Occupied,Advanced systematic pricing structure,0.18,1,True,2,179,10,27,Male,"2, 5, 3, 5, 3",0,False
"SQL, Matplotlib, TensorFlow, Statistics",Data Scientist,16,Occupied,Enterprise-wide modular firmware,0.53,5,False,8,212,5,44,Male,"4, 5, 3, 1, 2",10,False
"Docker, Shell Scripting, AWS, Jenkins",DevOps Engineer,24,Available,Seamless explicit moratorium,0.33,3,False,9,199,4,22,Male,"2, 4, 1, 4, 5",1,False
"Project Management, Business Analysis, UML",System Analyst,23,Occupied,Adaptive 6thgeneration concept,0.91,4,False,2,184,4,54,Male,"1, 2, 1, 1, 5",0,True
"Budgeting, Vendor Management, Leadership, ITIL",IT Manager,6,Available,Distributed optimal concept,0.4,2,True,5,218,1,51,Female,"5, 3, 4, 1, 5",7,True
"Java, Django, JavaScript, CSS, React",Software Engineer,8,Available,Realigned system-worthy database,0.37,4,False,3,246,7,27,Female,"1, 2, 2, 3, 2",6,False
"Python, Kubernetes, Networking",Cloud Engineer,25,Available,Secured multimedia contingency,0.74,4,True,9,229,5,22,Male,"4, 4, 5, 4, 5",9,False
"Networking, Cloud Security, Python, Azure",Cloud Engineer,24,Available,Advanced 24/7 software,0.79,3,True,9,232,8,22,Male,"3, 1, 3, 4, 1",9,False
"Project Management, Requirements Gathering, SQL, Data Modeling",System Analyst,29,Occupied,Automated full-range process improvement,0.35,2,True,4,165,4,56,Male,"3, 5, 1, 4, 1",9,False
"React, HTML, Django, C++, JavaScript",Software Engineer,29,Available,Integrated modular open system,0.31,2,False,2,243,7,25,Female,"2, 3, 3, 1, 1",3,False
"Data Modeling, Requirements Gathering, System Design",System Analyst,18,Occupied,Mandatory multi-tasking analyzer,0.03,5,True,4,208,2,55,Female,"4, 1, 1, 2, 5",6,True
"SQL, Requirements Gathering, UML",System Analyst,1,Occupied,Persistent uniform process improvement,0.02,5,True,2,223,6,23,Female,"4, 5, 2, 3, 2",2,False
"Kubernetes, Docker, Azure, Networking",Cloud Engineer,22,Occupied,Grass-roots local process improvement,0.17,4,False,6,152,4,42,Female,"3, 2, 5, 5, 2",4,True
"SQL, Django, C++, CSS, Python",Software Engineer,3,Occupied,User-centric client-driven moderator,0.22,1,True,4,186,4,37,Male,"5, 4, 2, 5, 5",5,False
"JavaScript, C++, HTML, SQL",Software Engineer,5,Available,Organized human-resource standardization,0.01,5,False,7,214,7,42,Female,"1, 5, 1, 4, 1",10,False
"Networking, Terraform, Python, Cloud Security, Azure",Cloud Engineer,16,Available,Business-focused object-oriented protocol,0.85,3,True,2,184,10,25,Female,"4, 3, 2, 3, 1",8,True
"Django, JavaScript, HTML, C++, React",Software Engineer,28,Occupied,Up-sized zero-defect alliance,0.32,3,False,5,161,7,48,Male,"3, 2, 2, 2, 2",5,False
"C++, Django, SQL, React",Software Engineer,6,Available,Diverse 24/7 hierarchy,0.1,4,True,9,250,1,54,Male,"1, 4, 1, 3, 5",7,True
"Linux, Jenkins, CI/CD",DevOps Engineer,21,Occupied,Ameliorated zero-defect parallelism,0.7,4,True,7,211,3,47,Female,"1, 2, 3, 4, 1",4,True
"Budgeting, Project Management, Leadership",IT Manager,5,Occupied,Focused methodical groupware,0.05,3,True,9,180,5,34,Female,"3, 5, 3, 3, 1",6,True
"Data Analysis, Pandas, Matplotlib, R",Data Scientist,3,Occupied,Upgradable analyzing complexity,0.94,2,True,3,224,8,37,Female,"1, 4, 3, 4, 2",1,True
"Requirements Gathering, System Design, SQL, Business Analysis",System Analyst,3,Available,Persistent discrete core,0.33,1,True,3,226,6,57,Female,"2, 1, 4, 5, 4",2,True
"Business Analysis, UML, System Design",System Analyst,22,Available,Automated encompassing hub,0.41,2,False,1,191,8,59,Female,"5, 1, 1, 1, 5",0,True
"CSS, HTML, React, SQL, Java",Software Engineer,23,Available,Stand-alone explicit challenge,0.85,2,False,3,187,4,46,Female,"1, 1, 5, 2, 4",2,True
"CI/CD, AWS, Kubernetes, Monitoring, Jenkins",DevOps Engineer,17,Occupied,Managed impactful framework,0.24,1,False,4,226,7,58,Male,"1, 2, 1, 2, 2",10,True
"SQL, HTML, Java, JavaScript, Python",Software Engineer,23,Available,Distributed bi-directional framework,0.03,4,True,7,225,7,34,Female,"4, 5, 4, 5, 4",0,True
"Machine Learning, Matplotlib, Data Analysis, Statistics, R",Data Scientist,20,Occupied,Reverse-engineered exuding flexibility,0.64,1,False,8,178,5,43,Female,"3, 1, 3, 5, 5",8,False
"Data Modeling, SQL, Business Analysis, Project Management",System Analyst,10,Available,Programmable exuding methodology,0.23,5,True,7,193,6,24,Female,"1, 4, 3, 3, 2",4,True
"Cloud Security, Python, Azure",Cloud Engineer,8,Occupied,Self-enabling user-facing array,0.73,3,True,3,237,8,31,Male,"2, 1, 3, 1, 4",8,True
"Google Cloud, Networking, Cloud Security, Kubernetes, Python",Cloud Engineer,6,Occupied,User-centric intangible array,0.25,1,False,2,201,5,28,Male,"1, 4, 2, 4, 3",5,False
"Strategic Planning, Budgeting, Leadership, Project Management",IT Manager,15,Occupied,Business-focused composite ability,0.23,3,True,7,239,10,32,Male,"4, 5, 5, 1, 1",7,True
"Azure, Jenkins, CI/CD, Linux",DevOps Engineer,3,Occupied,Future-proofed well-modulated adapter,0.35,2,True,10,170,6,55,Female,"3, 3, 5, 2, 3",9,False
"AWS, Terraform, Cloud Security, Azure",Cloud Engineer,1,Occupied,Reactive bottom-line conglomeration,0.43,5,True,5,243,7,37,Male,"2, 4, 3, 4, 1",5,True
"Machine Learning, Matplotlib, Python, Pandas",Data Scientist,11,Occupied,Profound value-added circuit,0.88,3,False,9,199,2,40,Female,"1, 3, 5, 5, 4",9,True
"CSS, SQL, JavaScript, Java, React",Software Engineer,24,Available,Upgradable responsive complexity,0.63,4,False,1,186,4,45,Female,"1, 3, 2, 5, 2",5,True
"Django, SQL, CSS, C++, React",Software Engineer,18,Occupied,Seamless background leverage,0.23,2,False,9,185,3,57,Male,"5, 1, 4, 1, 2",4,True
"Vendor Management, Strategic Planning, Project Management, ITIL, Budgeting",IT Manager,30,Occupied,User-centric radical knowledgebase,0.19,4,False,10,202,2,59,Female,"3, 4, 4, 1, 3",8,False
"TensorFlow, Statistics, SQL, Data Analysis, Pandas",Data Scientist,25,Occupied,Mandatory web-enabled policy,0.76,5,False,8,152,7,48,Female,"1, 4, 2, 5, 5",7,True
"Data Modeling, SQL, Project Management, UML",System Analyst,29,Available,Customer-focused bandwidth-monitored flexibility,0.23,4,True,9,250,3,42,Female,"1, 2, 5, 5, 4",3,False
"Docker, AWS, Azure",DevOps Engineer,14,Available,Business-focused cohesive hub,0.65,3,False,3,173,7,51,Male,"4, 2, 1, 2, 2",8,False
"UML, Project Management, Business Analysis, Requirements Gathering, Data Modeling",System Analyst,16,Available,Networked cohesive process improvement,0.04,4,True,2,189,6,40,Male,"4, 5, 2, 1, 5",2,False
"Kubernetes, Shell Scripting, AWS",DevOps Engineer,11,Occupied,Managed 24/7 archive,0.08,3,True,9,201,8,40,Female,"5, 4, 3, 4, 5",3,False
"JavaScript, React, Python, Django, CSS",Software Engineer,7,Available,Secured intangible access,0.51,2,True,1,181,10,46,Female,"1, 1, 3, 2, 5",3,True
"JavaScript, SQL, C++, Java, Django",Software Engineer,12,Available,Self-enabling mobile intranet,0.5,2,False,8,173,2,44,Female,"5, 2, 5, 2, 3",2,False
"Kubernetes, Shell Scripting, Linux",DevOps Engineer,7,Available,Upgradable systematic focus group,0.61,2,False,10,197,8,42,Female,"2, 5, 1, 3, 2",0,True
"Business Analysis, System Design, SQL, UML",System Analyst,1,Available,Optimized disintermediate complexity,0.54,5,True,2,249,1,49,Female,"1, 3, 3, 3, 4",3,True
"Terraform, AWS, Cloud Security",Cloud Engineer,3,Occupied,Triple-buffered reciprocal strategy,0.54,4,False,9,240,7,29,Male,"3, 4, 3, 4, 4",5,False
